Name,No. of Reviews,Area,Est. Price ($),Categories,URL
Pepper Lunch Express (Asia Square),2,Marina Bay,10,"Kopitiam, Steak, Japanese",https://www.burpple.com/pepper-lunch-express-13?bp_ref=%2Fsearch%2Fsg
Mellower Expresso (Marina One),6,Marina Bay,10,"1-for-1 Deals, Desserts, Cafes & Coffee, Cakes, Sandwiches",https://www.burpple.com/mellower-expresso?bp_ref=%2Fsearch%2Fsg
Wafuken (Asia Square),67,Marina Bay,15,"Salads, Japanese, Healthy",https://www.burpple.com/wafuken?bp_ref=%2Fsearch%2Fsg
Super Loco (Customs House),34,Raffles Place,50,"Mexican, Dinner with Drinks, Good For Groups, Late Night",https://www.burpple.com/super-loco-customs-house?bp_ref=%2Fsearch%2Fsg
CÉ LA VI Restaurant,46,Marina Bay,60,"High Tea, Bars, Date Night",https://www.burpple.com/ce-la-vi-singapore?bp_ref=%2Fsearch%2Fsg
Rollie Olie (Asia Square),6,Marina Bay,15,"Sushi, Healthy, Salads, Japanese",https://www.burpple.com/rollie-olie-asia-square?bp_ref=%2Fsearch%2Fsg
Avorush,38,Marina Bay,10,"Vegetarian, Sandwiches, Bread, Cafes & Coffee, Salads, Healthy",https://www.burpple.com/avorush?bp_ref=%2Fsearch%2Fsg
Kimoto Gastro Bar,17,Raffles Place,15,"Japanese, Dinner with Drinks",https://www.burpple.com/kimoto-gastro-bar?bp_ref=%2Fsearch%2Fsg
The Daily Cut (Marina One),7,Marina Bay,15,"Salads, Healthy",https://www.burpple.com/the-daily-cut-5?bp_ref=%2Fsearch%2Fsg
Erwin's Gastrobar (MBFC),31,Marina Bay,20,"Bars, Western, Sandwiches, Breakfast & Brunch, Burgers",https://www.burpple.com/erwins-gastrobar-mbfc?bp_ref=%2Fsearch%2Fsg
NUDE Grill,44,Marina Bay,40,"Steak, Dinner with Drinks, Date Night, Cocktails",https://www.burpple.com/nude-grill?bp_ref=%2Fsearch%2Fsg
Punjab Grill,23,Marina Bay,,"Indian, Fine Dining",https://www.burpple.com/punjab-grill-singapore?bp_ref=%2Fsearch%2Fsg
Men-ya KAIKO,5,Marina Bay,20,"Ramen, Japanese",https://www.burpple.com/menya-kaiko-ramen?bp_ref=%2Fsearch%2Fsg
180 Degree Rotisserie,19,Marina Bay,10,Western,https://www.burpple.com/180-rotisserie?bp_ref=%2Fsearch%2Fsg
Olive's,3,Tanjong Pagar,6,"Pasta, Western",https://www.burpple.com/olives?bp_ref=%2Fsearch%2Fsg
Barnacles,3,Raffles Place,,"Bars, Western, Dinner with Drinks, Cocktails",https://www.burpple.com/barnaclessg?bp_ref=%2Fsearch%2Fsg
BLOSSOM,19,Marina Bay,80,"Dim Sum, Chinese, Date Night",https://www.burpple.com/blossomrestaurant?bp_ref=%2Fsearch%2Fsg
Peach Garden Noodle House (Gardens By The Bay),11,Marina Bay,20,"Dim Sum, Chinese",https://www.burpple.com/peach-garden-noodle-house-3?bp_ref=%2Fsearch%2Fsg
BRU,1,Marina Bay,5,"Healthy, Desserts",https://www.burpple.com/bruinfusions?bp_ref=%2Fsearch%2Fsg
The Social Space (Marina One),4,Marina Bay,15,"Desserts, Cafes & Coffee, Breakfast & Brunch, Healthy, Sandwiches",https://www.burpple.com/the-social-space-marina-one?bp_ref=%2Fsearch%2Fsg
The Chocolate Bar,5,Marina Bay,,Desserts,https://www.burpple.com/the-chocolate-bar-at-the-club?bp_ref=%2Fsearch%2Fsg
Malaysia Chiak! (Marina One),4,Marina Bay,5,"Kopitiam, Hawker Food",https://www.burpple.com/malaysia-chiak-marina-one?bp_ref=%2Fsearch%2Fsg
Men-Men Tei,9,Marina Bay,15,"Ramen, Japanese",https://www.burpple.com/menmen-tei?bp_ref=%2Fsearch%2Fsg
Ah Khoo Kopi Toast (Marina One),1,Marina Bay,10,"Local Delights, Hawker Food, Cafes & Coffee, Bread",https://www.burpple.com/ah-khoo-kopi-toast-marina-one?bp_ref=%2Fsearch%2Fsg
Arcade Fish Soup (Marina One),1,Marina Bay,5,Hawker Food,https://www.burpple.com/arcade-fish-soup-one-marina?bp_ref=%2Fsearch%2Fsg
NUDE Chill,4,Marina Bay,25,"Bars, Western, Craft Beer, Cafes & Coffee, Cocktails",https://www.burpple.com/nude-chill?bp_ref=%2Fsearch%2Fsg
The Pantree,18,Marina Bay,5,"Cheap & Good, Cafes & Coffee, Desserts",https://www.burpple.com/the-pantree?bp_ref=%2Fsearch%2Fsg
Sabai Fine Thai On The Bay,12,Raffles Place,,Thai,https://www.burpple.com/sabai-fine-thai-on-the-bay?bp_ref=%2Fsearch%2Fsg
Adrift By David Myers,140,Marina Bay,60,"Steak, Bars, Western, Dinner with Drinks, Breakfast & Brunch, Cocktails, Date Night",https://www.burpple.com/adrift-by-david-myers-at-marina-bay-sands?bp_ref=%2Fsearch%2Fsg
Wheat Baumkuchen (Marina One),2,Marina Bay,10,"Healthy, Salads",https://www.burpple.com/wheat-marina-one?bp_ref=%2Fsearch%2Fsg
Dinez,1,Marina Bay,10,"Salads, Healthy",https://www.burpple.com/dinez?bp_ref=%2Fsearch%2Fsg
Workspace Espresso (Marina One),3,Marina Bay,15,"Cafes & Coffee, Salads, Healthy",https://www.burpple.com/workspaceespresso-marina-one?bp_ref=%2Fsearch%2Fsg
Teppei Syokudo (Asia Square Tower 1),17,Marina Bay,15,"Chirashi, Japanese",https://www.burpple.com/teppei-syokudo-asia-square-tower-1?bp_ref=%2Fsearch%2Fsg
Fresh+ (Asia Square),3,Marina Bay,10,"Salads, Healthy",https://www.burpple.com/fresh-salad-asia-square?bp_ref=%2Fsearch%2Fsg
The Soup Spoon (Asia Square),5,Marina Bay,10,"Soup, Sandwiches, Western, Healthy",https://www.burpple.com/soup-spoon-asia-square-food-garden?bp_ref=%2Fsearch%2Fsg
So Good Bakery (Asia Square),2,Marina Bay,5,Bread,https://www.burpple.com/so-good-bakery-1?bp_ref=%2Fsearch%2Fsg
Waku Ghin,38,Marina Bay,500,"Michelin Guide Singapore 2018, Date Night, European, Japanese, Michelin Guide Singapore 2017, Fine Dining",https://www.burpple.com/waku-ghin?bp_ref=%2Fsearch%2Fsg
FUn Rice,9,Marina Bay,,Chinese,https://www.burpple.com/fun-rice?bp_ref=%2Fsearch%2Fsg
Jewel Coffee (Marina One),2,Marina Bay,10,Cafes & Coffee,https://www.burpple.com/jewel-coffee-marina-one?bp_ref=%2Fsearch%2Fsg
Bazin,4,Marina Bay,35,"Great View, Western, Dinner with Drinks",https://www.burpple.com/bazin?bp_ref=%2Fsearch%2Fsg
FabCafe,4,Marina Bay,15,"Cafes & Coffee, Cakes",https://www.burpple.com/fabcafe-1?bp_ref=%2Fsearch%2Fsg
The Poke Shack,6,Marina Bay,20,"Seafood, Salads, Healthy",https://www.burpple.com/the-poke-shack?bp_ref=%2Fsearch%2Fsg
Dimbulah Coffee (One Raffles Quay),1,Raffles Place,10,Cafes & Coffee,https://www.burpple.com/dimbulah-1?bp_ref=%2Fsearch%2Fsg
Bottle Tree Seafood Restaurant,1,Marina Bay,20,"Zi Char, Seafood",https://www.burpple.com/bottletree-seafood-restaurant?bp_ref=%2Fsearch%2Fsg
Spinelli Coffee Company (One Raffles Quay),11,Raffles Place,10,Cafes & Coffee,https://www.burpple.com/spinelli-coffee-company?bp_ref=%2Fsearch%2Fsg
Toast Box (Asia Square),8,Marina Bay,10,"Local Delights, Bread, Breakfast & Brunch, Cafes & Coffee",https://www.burpple.com/toast-box-asia-square?bp_ref=%2Fsearch%2Fsg
Nostra Cucina,26,Marina Bay,50,"Pasta, Italian, Pizza, Dinner with Drinks, Date Night",https://www.burpple.com/nostra-cucina?bp_ref=%2Fsearch%2Fsg
The Exchange,19,Marina Bay,30,"Bars, Western, Dinner with Drinks, Cocktails",https://www.burpple.com/the-exchange?bp_ref=%2Fsearch%2Fsg
Kazu Sushi Grill And Sake,2,Marina Bay,,"Sushi, Japanese",https://www.burpple.com/kazu-sushi-grill-and-sake?bp_ref=%2Fsearch%2Fsg
Bakerzin (Gardens By The Bay),37,Marina Bay,20,"Western, Cakes, Desserts",https://www.burpple.com/bakerzin-garden-by-the-bay?bp_ref=%2Fsearch%2Fsg
63Celsius,19,Marina Bay,,"Pasta, Burgers, Western, Cafes & Coffee, Dinner with Drinks",https://www.burpple.com/63celsius?bp_ref=%2Fsearch%2Fsg
JustIN,17,Marina Bay,30,"Seafood, Dim Sum, Local Delights, Breakfast & Brunch, Chinese",https://www.burpple.com/justin?bp_ref=%2Fsearch%2Fsg
Lobby Lounge (The Westin Singapore),40,Marina Bay,,"High Tea, Bars, Cafes & Coffee",https://www.burpple.com/lobby-lounge-at-westin?bp_ref=%2Fsearch%2Fsg
63Espresso (The Sail),12,Raffles Place,5,"Cafes & Coffee, Cakes",https://www.burpple.com/63espresso?bp_ref=%2Fsearch%2Fsg
The Communal Bistro Delicacy - CBD,2,Marina Bay,20,"Dinner with Drinks, Western",https://www.burpple.com/the-communal-bistro-delicacy-cbd?bp_ref=%2Fsearch%2Fsg
High Society,158,Marina Bay,30,"Western, Desserts, Cakes, Cafes & Coffee",https://www.burpple.com/high-society-mansion?bp_ref=%2Fsearch%2Fsg
Fun Toast (Downtown MRT),4,Marina Bay,5,"Local Delights, Bread, Cafes & Coffee",https://www.burpple.com/fun-toast?bp_ref=%2Fsearch%2Fsg
Cedele Bakery Cafe (MBFC Tower 3),16,Marina Bay,20,"Western, Cakes, Bread, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/cedele?bp_ref=%2Fsearch%2Fsg
Cafe Crema (Gardens By The Bay),5,Marina Bay,,"Cafes & Coffee, Western",https://www.burpple.com/cafe-crema-gardens-by-the-bay?bp_ref=%2Fsearch%2Fsg
Ji De Chi Dessert (Satay By The Bay),1,Marina Bay,5,Desserts,https://www.burpple.com/ji-de-chi-dessert-marina-bay?bp_ref=%2Fsearch%2Fsg
Yu Tang Clan (One Shenton),3,Marina Bay,15,"Soup, Rainy Day Comforts, Hawker Food",https://www.burpple.com/yutang-clan?bp_ref=%2Fsearch%2Fsg
One Bowl Man,6,Marina Bay,10,"Chinese, Hawker Food",https://www.burpple.com/one-bowl-man?bp_ref=%2Fsearch%2Fsg
Cedele Bakery Cafe (One Raffles Quay),9,Raffles Place,20,"Cakes, Desserts, Bread, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/cedele-at-one-raffles-quay?bp_ref=%2Fsearch%2Fsg
Procacci,13,Raffles Place,,"Western, Fine Dining",https://www.burpple.com/procacci-at-customs-house?bp_ref=%2Fsearch%2Fsg
Baja Fresh Mexican Grill (The Sail),4,Raffles Place,,"Mexican, Good For Groups",https://www.burpple.com/baja-fresh-mexican-grill-2?bp_ref=%2Fsearch%2Fsg
A Poke Theory (Marina One),3,Marina Bay,15,"Desserts, Salads, Healthy, Halal",https://www.burpple.com/a-poke-theory-marina-one?bp_ref=%2Fsearch%2Fsg
Warung Ahbamas,3,Raffles Place,10,"Indonesian, Hawker Food",https://www.burpple.com/warungahbamas?bp_ref=%2Fsearch%2Fsg
Hermitage Wine Bar,1,Marina Bay,25,"Western, Dinner with Drinks",https://www.burpple.com/hermitage-wine-bar?bp_ref=%2Fsearch%2Fsg
Dulcet & Studio (UIC Building),2,Tanjong Pagar,10,"Desserts, Japanese, Cakes",https://www.burpple.com/dulcet-studio-uic?bp_ref=%2Fsearch%2Fsg
Food Garden (Asia Square),59,Marina Bay,10,"Kopitiam, Hawker Food",https://www.burpple.com/food-garden-asia-square?bp_ref=%2Fsearch%2Fsg
LiHO (Asia Square),1,Marina Bay,5,Desserts,https://www.burpple.com/liho-4?bp_ref=%2Fsearch%2Fsg
Dom Lounge,1,Marina Bay,,"Bars, High Tea, Good For Groups",https://www.burpple.com/dom-lounge?bp_ref=%2Fsearch%2Fsg
SweetSpot (Hotel Lobby Tower 3),40,Marina Bay,10,"Cakes, Desserts, Cafes & Coffee",https://www.burpple.com/sweetspot-patisserie?bp_ref=%2Fsearch%2Fsg
AP House Specialty,9,Marina Bay,,"Pizza, Pasta, Western, Cafes & Coffee",https://www.burpple.com/ap-house-specialty?bp_ref=%2Fsearch%2Fsg
SuperTree By IndoChine,45,Marina Bay,,"Vietnamese, Bars, Seafood, Chinese, Western",https://www.burpple.com/supertree-by-indochine?bp_ref=%2Fsearch%2Fsg
Beans & Basil Café,0,Tanjong Pagar,,Cafes & Coffee,https://www.burpple.com/beans-basil-cafe?bp_ref=%2Fsearch%2Fsg
Texas Chicken (Gardens By The Bay),5,Marina Bay,10,"Fast Food, Halal",https://www.burpple.com/texas-chicken-3?bp_ref=%2Fsearch%2Fsg
NTUC Foodfare (MBFC),7,Marina Bay,5,"Kopitiam, Hawker Food",https://www.burpple.com/ntuc-foodfare-2?bp_ref=%2Fsearch%2Fsg
Hangoga Grill,10,Marina Bay,,Korean,https://www.burpple.com/hangoga-korean-grill?bp_ref=%2Fsearch%2Fsg
Sweetspot (L1 Convention Centre),3,Marina Bay,10,"Desserts, Cafes & Coffee, Cakes",https://www.burpple.com/sweetspot-convention-centre?bp_ref=%2Fsearch%2Fsg
Guzman Y Gomez (Asia Square),32,Marina Bay,15,Mexican,https://www.burpple.com/guzman-y-gomez-2?bp_ref=%2Fsearch%2Fsg
The Herbal Bar (Asia Square),1,Marina Bay,10,"Soup, Local Delights, Healthy, Chinese",https://www.burpple.com/the-herbal-bar-3?bp_ref=%2Fsearch%2Fsg
Aloha Poké (One Shenton),1,Marina Bay,20,"Salads, Healthy",https://www.burpple.com/aloha-poke-6?bp_ref=%2Fsearch%2Fsg
EGA Juice Clinic (Marina One The Heart),0,Marina Bay,10,Healthy,https://www.burpple.com/ega-juice-clinic-marina-one-the-heart?bp_ref=%2Fsearch%2Fsg
Milky Whey,1,Tanjong Pagar,10,"Healthy, Desserts",https://www.burpple.com/milky-whey?bp_ref=%2Fsearch%2Fsg
Bushido Tapas Bar,1,Marina Bay,25,"Sushi, Japanese",https://www.burpple.com/bushido-tapas-bar?bp_ref=%2Fsearch%2Fsg
Frank,9,Raffles Place,15,Western,https://www.burpple.com/frank?bp_ref=%2Fsearch%2Fsg
Sea & Blue,32,Marina Bay,45,"Seafood, Buffets, Good For Groups, Korean",https://www.burpple.com/sea-and-blue?bp_ref=%2Fsearch%2Fsg
Black Bamboo,0,Marina Bay,10,"Kopitiam, Local Delights, Hawker Food, Indonesian",https://www.burpple.com/blackbamboo?bp_ref=%2Fsearch%2Fsg
JK Bento (Raffles Xchange),1,Raffles Place,15,"Korean, Japanese",https://www.burpple.com/jk-bento-raffles-xchange?bp_ref=%2Fsearch%2Fsg
The Asian Kitchen - Chopsticks (One Raffles Quay),45,Raffles Place,15,Chinese,https://www.burpple.com/asian-kitchen?bp_ref=%2Fsearch%2Fsg
CÉ LA VI Club Lounge,32,Marina Bay,,"Bars, Late Night",https://www.burpple.com/ku-d-ta-club-lounge?bp_ref=%2Fsearch%2Fsg
WAKANUI Grill Dining,17,Marina Bay,70,"Steak, Date Night, Dinner with Drinks, Japanese",https://www.burpple.com/wakanui-grill?bp_ref=%2Fsearch%2Fsg
Black Knight Hotpot,4,Marina Bay,60,"Taiwanese, Steamboat, Rainy Day Comforts, Chinese",https://www.burpple.com/black-knight-hotpot?bp_ref=%2Fsearch%2Fsg
Misaki Japanese Restaurant,20,Marina Bay,60,"Sushi, Chirashi, Japanese, Fine Dining",https://www.burpple.com/misaki-japanese-restaurant-singapore?bp_ref=%2Fsearch%2Fsg
Basil Leaf,6,Raffles Place,10,"Salads, Western, Sandwiches",https://www.burpple.com/basil-leaf?bp_ref=%2Fsearch%2Fsg
Sembawang Eating House Seafood Restaurant,3,Marina Bay,,"Great View, Zi Char, Seafood, Good For Groups, Chinese",https://www.burpple.com/sembawang-eating-house-seafood-restaurant-cafe-dining-by-the-bar?bp_ref=%2Fsearch%2Fsg
Wheat Baumkuchen (Asia Square),39,Marina Bay,10,"Salads, Healthy",https://www.burpple.com/wheat-baumkuchen?bp_ref=%2Fsearch%2Fsg
Artisan Boulangerie Co. (Asia Square Tower 2),62,Marina Bay,20,"Bread, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/artisan-boulangerie-co-4?bp_ref=%2Fsearch%2Fsg
Longtail Asian Brasserie & Bar,7,Raffles Place,,"Fine Dining, Chinese, Date Night",https://www.burpple.com/longtail-asian-brasserie-bar?bp_ref=%2Fsearch%2Fsg
Kraftwich By Swissbake (Marina One),2,Marina Bay,15,"Sandwiches, Salads, Bread, Cafes & Coffee, Halal",https://www.burpple.com/kraftwich-by-swissbake-marina-one?bp_ref=%2Fsearch%2Fsg
Saravana Bhavan (AXA Tower),1,Marina Bay,10,"Vegetarian, Indian",https://www.burpple.com/saravanaa-bhavan-1?bp_ref=%2Fsearch%2Fsg
Renku Bar & Lounge,21,Marina Bay,55,"Bars, High Tea, Cocktails, Desserts",https://www.burpple.com/renku-lounge?bp_ref=%2Fsearch%2Fsg
Starbucks (Asia Square Tower 2),2,Marina Bay,10,Cafes & Coffee,https://www.burpple.com/starbucks-asia-square-tower-2?bp_ref=%2Fsearch%2Fsg
CarversX,4,Marina Bay,15,"Pasta, Steak, Western, Cafes & Coffee",https://www.burpple.com/carversx?bp_ref=%2Fsearch%2Fsg
Hill Street Coffee Shop (Gardens By The Bay),36,Marina Bay,10,"Local Delights, Cafes & Coffee, Nasi Lemak, Hawker Food",https://www.burpple.com/hill-street-coffee-shop-supertreedining?bp_ref=%2Fsearch%2Fsg
SOS,4,Marina Bay,25,"Bars, Western, Craft Beer, Burgers",https://www.burpple.com/sos?bp_ref=%2Fsearch%2Fsg
BB Hotpot,5,Marina Bay,20,"Steamboat, Chinese",https://www.burpple.com/bb-hotpot?bp_ref=%2Fsearch%2Fsg
Db Bistro & Oyster Bar,240,Marina Bay,80,"Burpple Guides, Seafood, French, Burgers, Dinner with Drinks, European, Date Night",https://www.burpple.com/db-bistro-moderne?bp_ref=%2Fsearch%2Fsg
Cook & Brew,94,Marina Bay,45,"Bars, Dinner with Drinks, Good For Groups, Late Night, Western, Burgers",https://www.burpple.com/cook-brew?bp_ref=%2Fsearch%2Fsg
TAO Seafood Asia,50,Marina Bay,50,"Seafood, Chinese",https://www.burpple.com/tao-seafood-asia?bp_ref=%2Fsearch%2Fsg
The Bar At Waku Ghin,2,Marina Bay,60,"Bars, Late Night, Japanese, Cocktails",https://www.burpple.com/the-bar-at-waku-ghin?bp_ref=%2Fsearch%2Fsg
Living Botanica,7,Marina Bay,5,Desserts,https://www.burpple.com/living-botanica?bp_ref=%2Fsearch%2Fsg
Folks Collective (Asia Square),8,Marina Bay,20,Thai,https://www.burpple.com/folks-collective-1?bp_ref=%2Fsearch%2Fsg
Hello Food Pte Ltd (Shenton House),1,Tanjong Pagar,,"Kopitiam, Local Delights",https://www.burpple.com/hello-food-pte-ltd?bp_ref=%2Fsearch%2Fsg
Toast Box (Singapore Chinese Orchestra),1,Tanjong Pagar,10,"Local Delights, Bread, Cafes & Coffee, Breakfast & Brunch, Chinese",https://www.burpple.com/toast-box-singapore-chinese-orchestra?bp_ref=%2Fsearch%2Fsg
9Goubuli,5,Marina Bay,,Chinese,https://www.burpple.com/9goubuli?bp_ref=%2Fsearch%2Fsg
Doutor Coffee,13,Marina Bay,10,"Sandwiches, Cakes, Desserts, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/doutor-coffee-marina-bay-financial-centre-tower?bp_ref=%2Fsearch%2Fsg
Saigon Rolls,3,Marina Bay,5,"Vietnamese, Sandwiches",https://www.burpple.com/saigon-rolls?bp_ref=%2Fsearch%2Fsg
Sambal Time,8,Raffles Place,10,"Hawker Food, Nasi Lemak, Malay, Halal",https://www.burpple.com/sambal-time?bp_ref=%2Fsearch%2Fsg
Ah Boy Chicken Rice (Asia Square),1,Marina Bay,10,"Chicken Rice, Hawker Food",https://www.burpple.com/ah-boy-chicken-rice-1?bp_ref=%2Fsearch%2Fsg
Hong Kong Star Cafe,1,Marina Bay,10,"Dim Sum, Chinese",https://www.burpple.com/hong-kong-star-cafe-singapore?bp_ref=%2Fsearch%2Fsg
Ippudo Express (Asia Square),12,Marina Bay,10,"Ramen, Japanese",https://www.burpple.com/ippudo-express?bp_ref=%2Fsearch%2Fsg
Jewel Coffee (Shenton Way),50,Marina Bay,10,Cafes & Coffee,https://www.burpple.com/jewel-coffee?bp_ref=%2Fsearch%2Fsg
Imperial Treasure Super Peking Duck Restaurant (Asia Square),27,Marina Bay,55,"Chinese, Good For Groups",https://www.burpple.com/imperial-treasure-super-peking-duck-restaurant-4?bp_ref=%2Fsearch%2Fsg
Qi - House Of Sichuan,21,Marina Bay,30,Chinese,https://www.burpple.com/qi-house-of-sichuan-singapore?bp_ref=%2Fsearch%2Fsg
The Spot,57,Marina Bay,40,"Dinner with Drinks, European",https://www.burpple.com/thespotsg?bp_ref=%2Fsearch%2Fsg
Anglo Indian Cafe & Bar (One Shenton),7,Marina Bay,25,Indian,https://www.burpple.com/anglo-indian-cafe-bar?bp_ref=%2Fsearch%2Fsg
Extra Virgin Pizza (Asia Square),33,Marina Bay,30,"Pizza, Burpple Guides, Italian",https://www.burpple.com/extra-virgin-pizza?bp_ref=%2Fsearch%2Fsg
Wood & Steel Gastrobar,5,Marina Bay,,"Bars, Pizza, Dinner with Drinks, Craft Beer, Western",https://www.burpple.com/wood-steel-gastrobar?bp_ref=%2Fsearch%2Fsg
PizzaExpress (Marina One),21,Marina Bay,30,"Pasta, Italian, Pizza, Dinner with Drinks",https://www.burpple.com/pizza-express-14?bp_ref=%2Fsearch%2Fsg
Al Marche,7,Raffles Place,10,"Western, Sandwiches",https://www.burpple.com/al-marche-the-sail?bp_ref=%2Fsearch%2Fsg
Three Hands Coffee,23,Raffles Place,15,"Burpple Guides, Bars, Desserts, Cafes & Coffee",https://www.burpple.com/three-hands-coffee?bp_ref=%2Fsearch%2Fsg
Kei Kaisendon (Marina Square),14,Marina Square,20,"Sushi, Chirashi, Seafood, Japanese, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/kei-kaisendon-marina-square?bp_ref=%2Fsearch%2Fsg
Pasta E Formaggio (Marina Square),41,Marina Square,15,"Pasta, Italian, 1-for-1 Deals",https://www.burpple.com/pasta-e-formaggio-marina-square?bp_ref=%2Fsearch%2Fsg
ISteamboat,37,Esplanade,30,"Steamboat, Buffets, Good For Groups, 1-for-1 Deals",https://www.burpple.com/isteamboat?bp_ref=%2Fsearch%2Fsg
Sushi Jiro (Marina Mandarin),57,Esplanade,180,"Sushi, Seafood, Date Night, Japanese, Fine Dining",https://www.burpple.com/sushi-jiro?bp_ref=%2Fsearch%2Fsg
Beyond Pancakes (Marina Square),53,Esplanade,15,"Western, Desserts, Cafes & Coffee, 1-for-1 Deals, Breakfast & Brunch, Halal",https://www.burpple.com/beyond-pancakes?bp_ref=%2Fsearch%2Fsg
Tenkaichi Japanese BBQ Restaurant (Marina Square),76,Esplanade,70,"Buffets, Good For Groups, Japanese, BBQ, 1-for-1 Deals",https://www.burpple.com/tenkaichi?bp_ref=%2Fsearch%2Fsg
Redpan,193,Esplanade,20,"Pasta, Local Delights, Good For Groups, Western, Dinner with Drinks",https://www.burpple.com/redpan?bp_ref=%2Fsearch%2Fsg
Wee Nam Kee Chicken Rice (Marina Square),45,Esplanade,5,"Chicken Rice, Cheap & Good, Hawker Food",https://www.burpple.com/wee-nam-kee-hainanese-chicken-rice?bp_ref=%2Fsearch%2Fsg
The Beacon,12,Esplanade,,"Bars, Italian",https://www.burpple.com/the-beacon?bp_ref=%2Fsearch%2Fsg
Ma Mère Boulangerie,11,Esplanade,5,Bread,https://www.burpple.com/ma-mere-bakery?bp_ref=%2Fsearch%2Fsg
HIFUMI Japanese Restaurant (Marina Square),51,Esplanade,20,"Buffets, Japanese, Cheap & Good",https://www.burpple.com/hifumi-japanese-restaurant-1?bp_ref=%2Fsearch%2Fsg
Ruth's Chris Steak House,65,Esplanade,,"Steak, Western, Date Night",https://www.burpple.com/ruths-chris-steak-house-2?bp_ref=%2Fsearch%2Fsg
McDonald's (Marina Square),37,Esplanade,10,"Burgers, Supper, Fast Food",https://www.burpple.com/mcdonaldstm-marina-square?bp_ref=%2Fsearch%2Fsg
Toasties (Marina Square),1,Esplanade,10,"Sandwiches, Halal",https://www.burpple.com/toasties-marina-square?bp_ref=%2Fsearch%2Fsg
Kith (Marina Square),34,Esplanade,30,"Western, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/kith-marina-square?bp_ref=%2Fsearch%2Fsg
JustAcia (Marina Square),2,Esplanade,10,Local Delights,https://www.burpple.com/justacia-1?bp_ref=%2Fsearch%2Fsg
Pizza Hut (Marina Square),17,Esplanade,15,"Pizza, Fast Food, Halal",https://www.burpple.com/pizzahut-13?bp_ref=%2Fsearch%2Fsg
Suki-Ya (Marina Square),29,Esplanade,25,"Steamboat, Buffets, Japanese",https://www.burpple.com/sukiya-6?bp_ref=%2Fsearch%2Fsg
Putien (Marina Square),34,Esplanade,25,"Good For Groups, Chinese",https://www.burpple.com/putien-restaurant-marina-square?bp_ref=%2Fsearch%2Fsg
Qiji (Marina Square),21,Esplanade,10,"Local Delights, Halal",https://www.burpple.com/qiji?bp_ref=%2Fsearch%2Fsg
Menzo Butao (Marina Square),30,Esplanade,20,"Ramen, Japanese",https://www.burpple.com/menzo-butao?bp_ref=%2Fsearch%2Fsg
Green Ba (Marina Square),2,Esplanade,15,"Vegetarian, Healthy, Chinese, Western",https://www.burpple.com/green-ba?bp_ref=%2Fsearch%2Fsg
Seoul Garden (Marina Square),5,Esplanade,30,"Korean BBQ, Buffets, Good For Groups, BBQ, Halal",https://www.burpple.com/seoul-garden-12?bp_ref=%2Fsearch%2Fsg
Han's (Marina Square),11,Esplanade,15,"Local Delights, Cafes & Coffee, Western",https://www.burpple.com/hans-cafe-cake-house-marina-square?bp_ref=%2Fsearch%2Fsg
Swensen's (Marina Square),11,Esplanade,25,"Ice Cream & Yoghurt, Good For Groups, Western, Desserts, Halal",https://www.burpple.com/swensens-5?bp_ref=%2Fsearch%2Fsg
